x, y
0.112283139493418, 0.37029553468400483
0.1406527139782901, 0.23223483839835143
0.18078518029904567, 0.19649281733155136
0.222131877297699, 0.13585153854507692
0.28186099025270567, 0.17214213588494745
0.35765068387624327, 0.317699169126839
0.44801518661996514, 0.5318711650301516
0.5648352995058338, 0.7378081520146212
0.7030077094530134, 1.0163809960422125
0.9035970363479742, 1.3904175626098148
1.1246393334129567, 1.7374781242444202
1.4087922197668896, 2.0678745270808063
1.7876028193451743, 2.3115922709471546
2.253720864866118, 2.6385841956366662
2.8050356348871044, 2.82886936190531
3.513759710506947, 2.990931159111877
4.45857789478212, 3.0118315608534747
5.585088181410151, 3.437876629574408
7.225034909665255, 4.007029763607081
9.050521945903812, 4.670405813311038
11.337238991566544, 5.481649675579083
14.201721041079807, 6.3007920639615635
17.904824651716712, 7.343911389199206
22.14179936474493, 8.152491054776625
28.095542612126884, 9.177019276601872
35.4214301540238, 9.907583166425884
45.23614598383182, 10.998428338546432
56.30200414244335, 12.209377795390134
71.44113856667074, 13.366202149989306
89.49155270835422, 14.430262224152845
112.82639482698141, 16.13099933688041
141.33326346877323, 17.536851268957964
178.18596017647536, 20.017569352982655
227.55846028132822, 22.376821220785367
281.4076021021717, 24.668178930188322
361.7018657263898, 27.005463797677866
450.1829123492383, 30.188306331814687
563.926732372902, 33.27955006856887
710.9708203918262, 36.687323442218876
902.1439962345055, 38.789096963382406
