x, y
0.11300814664201905, 0.4376520177072528
0.14339497926751107, 0.4256301121634343
0.17962534756156057, 1.1441098742348434
0.22939667905442349, 1.0523919169989744
0.28921179942771164, 1.3242675942027935
0.35081119508103986, 1.2351901405952028
0.44801518661996514, 0.780076311479708
0.5684824154643958, 0.39977401108787863
0.7121159470299772, 0.4110658304748766
0.8977999825047476, 1.1682624196789093
1.1102553078332842, 1.5435053802871195
1.41788872735327, 1.4099169756461107
1.7534178170387988, 1.1682624196789093
2.253720864866118, 1.120456656203524
2.823149009304528, 1.2351901405952028
3.605396999851607, 1.2351901405952028
4.429973754794306, 0.8966458864660143
5.693976234507068, 1.0023237260228628
7.132623926968475, 1.0163809960422125
9.108965229347465, 1.089678724098041
11.19223682881746, 1.0306348672367547
14.293427929715921, 1.0523919169989744
17.78994697727375, 1.3428400241136857
22.573491623795167, 1.4803445254226204
28.276940373468673, 1.7134484798246532
35.88033609557555, 1.9422556592991074
44.9459100640465, 2.171168081739103
56.665571460020274, 2.6942848825136587
70.98277094689564, 2.789744833375595
88.91737330937075, 3.2971973487531008
109.95877433624291, 4.236586650784432
140.42660464155372, 4.802326341912721
178.18596017647536, 5.294077678881466
220.35187338205998, 5.55852363129804
281.4076021021717, 6.524032488432152
354.78473043689274, 6.897784788325287
447.2949700395012, 7.395228124604766
571.2327425187514, 9.113335971013225
715.561175416426, 9.907583166425884
879.214905810533, 12.040516639651187
