x, y
0.11233792561132354, 3.7537738525103013
0.1399474307457594, 3.5743039979174287
0.1789087903178977, 3.5493741975447657
0.2200169564086824, 3.107429012131755
0.2794576015777027, 3.173363699823578
0.3526699964724603, 2.7588594681994256
0.43934647900822155, 2.501360151564174
0.5508746171023173, 2.4153421443605487
0.704237742969178, 2.0418814321446135
0.9002975047088522, 2.1594665888385562
1.1071603384965565, 1.9172328061616741
1.4618821275253453, 1.3138357478695835
1.7746915467130777, 1.2250277845795539
2.2108614006661957, 1.1746511389164753
2.772088740320809, 1.0575872369055725
3.498321465406468, 0.8878270291705853
4.472251827353466, 0.8278148774672023
5.643896623432565, 0.8693801685425472
6.985709126437874, 0.9723931694083182
8.815831861220618, 1.1342566559125469
11.270159127124613, 1.1583231546589943
14.131089903922462, 1.3138357478695835
17.71826818240195, 1.6207889995250602
22.65101105342288, 1.8255684342469412
28.036206760012103, 1.8255684342469412
35.15320004108662, 2.4153421443605487
43.7929011096358, 2.5904415332800044
55.984787953545016, 3.195649096111947
72.03506889900231, 3.7801382890180384
90.9067952477009, 4.257741840265292
112.51955603409985, 5.363933250441906
141.0826541428765, 5.289374467860667
176.89649694286337, 6.663585985811712
221.801686541609, 6.663585985811712
279.90950377332086, 7.718590061854767
353.2401139656474, 8.220413128226102
451.5821487009704, 8.278146564566454
566.2163125045398, 9.455487283551703
709.9503677647266, 8.94062397694081
901.7529031312899, 8.278146564566454
