x, y
0.10876553809156124, 3.263456544566017
0.1399474307457594, 3.3796785999856276
0.17547309699750802, 3.3094563128706316
0.22577937438127424, 3.107429012131755
0.2849291295604943, 3.0005692098825043
0.3526699964724603, 2.7782339497806463
0.4508530881948103, 2.5904415332800044
0.5616602456394132, 2.3817694747279026
0.6997007224566626, 1.9172328061616741
0.8887341798060064, 1.7141257596146584
1.1215656072534925, 1.65517955714707
1.3972145701803749, 1.5650525076210362
1.8094384077891197, 1.4798330133032536
2.254148074392463, 1.1583231546589943
2.8817028153923006, 1.182900924625894
3.6132233006974777, 1.0952512783230635
4.5012531570880725, 1.1502447791930033
5.571407018570305, 1.2510209204081493
7.076600223169872, 1.4090818135790038
8.872991368438433, 1.65517955714707
11.053731469411488, 2.07066314736844
13.770424631461053, 2.536619888031287
17.83314871710386, 2.8371844007460814
22.216051947725273, 3.263456544566017
28.036206760012103, 4.3480843315705755
35.84148569078478, 4.863286970883066
44.6503046279284, 6.169836217260565
55.984787953545016, 6.4344353027439
72.03506889900231, 7.61130353320229
88.58668478886219, 8.572957663062843
112.51955603409985, 10.356131769589927
142.91821079303722, 9.999999999999995
173.49944690486942, 12.164838730140463
221.801686541609, 13.511359791845305
283.551267916587, 12.686549158514683
350.96455322120016, 10.28390605220397
445.78229568334325, 14.090818135790045
558.9441663442988, 15.871134167801381
719.1871809417361, 13.894955473686329
901.7529031312899, 6.663585985811712
