1.0	989224.1379310339
2.25	939116.3793103448
2.75	1.2074353448275863e6
3.25	1.3739224137931035e6
3.75	1.4321120689655175e6
4.25	1.4482758620689658e6
4.75	1.462823275862069e6
5.25	1.4773706896551726e6
5.75	1.4563577586206899e6
6.25	1.3739224137931035e6
6.75	1.238146551724138e6
7.25	1.070043103448276e6
7.75	900323.275862069
8.25	737068.9655172413
8.75	598060.3448275861
9.25	476831.896551724
9.75	387931.03448275843
10.25	320043.1034482756
10.75	271551.7241379311
11.25	235991.37931034452
11.75	210129.3103448274
12.25	190732.7586206895
12.75	171336.2068965516
13.25	156788.79310344817
13.75	147090.51724137922
14.25	137392.24137931006
14.75	129310.34482758607
15.5	235991.37931034475
16.5	213362.0689655169
17.5	187499.9999999991
18.5	174568.9655172411
19.5	158405.1724137927
20.5	145474.13793103382
21.5	135775.8620689653
22.5	126077.58620689635
23.5	116379.31034482695
24.5	109913.79310344839
25.5	96982.7586206895
26.5	90517.24137931006
27.5	80818.9655172411
28.5	67887.9310344822
29.5	74353.44827586165
31.0	103448.27586206762
33.0	122844.82758620552
35.0	90517.24137930872
37.0	84051.7241379306
39.0	51724.13793103381
