0.5	81.53972107518943
1.125	57.482158881389196
1.375	377.1490936874647
1.625	240.03039782556382
1.875	170.27350906029224
2.125	167.0682716047606
2.375	179.61434512081746
2.625	193.27513287342992
2.875	208.8065258863011
3.125	218.64312378198179
3.375	235.95204453215752
3.625	223.72521446803148
3.875	219.27172443232064
4.125	212.24373916185584
4.375	206.9127940212575
4.625	203.54001409115028
4.875	202.46096431578943
5.25	399.10817416031216
5.75	396.4060350239179
6.25	383.59353190802324
6.75	369.6932843668239
7.25	338.97897897755155
7.75	300.15469006869796
8.25	260.3064134498752
8.75	220.34073117495763
9.25	185.9732300329237
9.75	153.78008135644248
10.5	245.90713864609742
11.5	192.81971948003954
12.5	158.50396084254425
13.5	142.4175810390065
14.5	126.5789663398143
15.5	112.45153520186409
16.5	101.50505402325638
17.5	90.64419609606021
18.5	81.37053981025868
19.5	72.14463405796955
21.0	122.81394316339723
23.0	101.40497908137712
25.0	83.12821632095475
27.0	66.43056925550087
29.0	60.339105573095175
32.0	87.40356346892263
37.0	76.7652272659892
